selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage,max_power,engine,torque,años_antig
900000,30000,Diesel,Individual,Manual,First Owner,5.0,25.5,98.6,1498,200.0,2
165000,97000,Petrol,Individual,Manual,Third Owner,5.0,19.81,68.05,1086,99.04,9
850000,120000,Diesel,Individual,Automatic,First Owner,5.0,19.08,126.2,1582,259.9,4
850000,120000,Diesel,Individual,Manual,First Owner,5.0,23.9,126.32,1582,259.8,4
500000,60000,Diesel,Individual,Manual,Second Owner,5.0,19.3,73.9,1248,190.0,9
630000,15000,Petrol,Individual,Manual,First Owner,5.0,21.21,81.8,1197,113.0,2
160000,60000,Petrol,Individual,Manual,First Owner,5.0,19.81,68.05,1086,99.04,9
670000,60000,Diesel,Individual,Manual,First Owner,5.0,25.1,98.6,1498,200.0,5
430000,90000,Diesel,Individual,Manual,First Owner,5.0,22.9,74.0,1248,190.0,6
375000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,82.0,1197,114.0,5
650000,35000,Petrol,Individual,Manual,First Owner,5.0,18.6,81.83,1197,114.7,4
500000,35000,Diesel,Individual,Manual,First Owner,5.0,26.59,74.0,1248,190.0,4
500000,35000,Diesel,Individual,Manual,First Owner,5.0,26.59,74.0,1248,190.0,4
600000,40000,Diesel,Individual,Manual,First Owner,5.0,21.66,108.62,1498,250.0,2
1200000,25000,Diesel,Individual,Manual,First Owner,5.0,19.67,126.2,1582,259.9,3
795000,41779,Petrol,Dealer,Manual,First Owner,5.0,21.21,81.8,1197,113.0,2
625000,54000,Petrol,Dealer,Manual,First Owner,5.0,18.7,88.7,1199,110.0,4
625000,37000,Diesel,Individual,Automatic,First Owner,5.0,26.8,74.0,1248,190.0,3
440000,90000,Diesel,Individual,Automatic,Second Owner,4.0,18.1,147.9,1991,327.0,9
550000,23456,Petrol,Dealer,Manual,First Owner,5.0,18.9,82.0,1197,114.0,3
700000,15000,Petrol,Individual,Manual,First Owner,5.0,17.5,88.7,1199,110.0,3
530000,40000,Diesel,Individual,Manual,First Owner,5.0,23.4,74.0,1248,190.0,7
844999,70000,Diesel,Dealer,Manual,First Owner,5.0,28.09,88.5,1248,200.0,3
650000,99000,Diesel,Dealer,Automatic,First Owner,5.0,21.66,103.52,1498,250.0,4
750000,15000,Petrol,Dealer,Manual,First Owner,5.0,22.0,81.8,1197,113.0,2
610000,30000,Petrol,Dealer,Manual,First Owner,5.0,18.7,88.7,1199,110.0,5
150000,70000,Petrol,Individual,Manual,First Owner,5.0,18.6,79.4,1199,108.0,10
475000,40000,Petrol,Individual,Manual,First Owner,5.0,19.1,85.8,1197,114.0,6
425000,70000,Diesel,Individual,Manual,Second Owner,6.0,25.32,77.0,1198,190.0,4
800000,90000,Diesel,Individual,Manual,Second Owner,5.0,25.1,98.6,1498,200.0,5
40000,32000,Petrol,Individual,Manual,Second Owner,4.0,16.1,37.0,796,59.0,24
509999,8000,Petrol,Individual,Automatic,Second Owner,5.0,20.51,67.0,998,90.0,2
387000,170000,Diesel,Individual,Manual,First Owner,5.0,23.59,67.04,1364,170.0,5
235000,25000,Petrol,Individual,Manual,First Owner,5.0,22.74,47.3,796,69.0,6
95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,10.0,12.2,68.0,1948,117.6798,20
340000,110000,Diesel,Individual,Manual,Third Owner,5.0,17.8,75.0,1248,190.0,10
160000,115000,Diesel,Individual,Manual,Second Owner,5.0,13.8,68.0,1399,160.0,11
260000,90000,Diesel,Individual,Manual,Second Owner,5.0,17.8,75.0,1248,190.0,12
860000,40000,Petrol,Individual,Automatic,First Owner,5.0,18.2,88.7,1199,110.0,2
114999,55000,Petrol,Individual,Manual,Second Owner,5.0,13.9,103.2,1599,146.11908499999998,12
100000,90000,Petrol,Individual,Manual,Second Owner,5.0,19.7,46.3,796,62.0,13
565000,111000,Diesel,Individual,Manual,First Owner,5.0,20.34,103.2,1498,250.0,6
625000,15000,Petrol,Individual,Manual,First Owner,5.0,21.4,83.1,1197,115.0,3
280000,30000,Petrol,Individual,Manual,Second Owner,5.0,22.74,47.3,796,69.0,4
330000,50000,Petrol,Individual,Manual,First Owner,5.0,23.95,67.05,998,90.0,3
1300000,40000,Diesel,Individual,Manual,First Owner,5.0,19.67,126.2,1582,259.9,5
65000,50000,Petrol,Individual,Manual,Second Owner,5.0,15.3,70.0,1396,121.60246,12
480000,45000,Petrol,Individual,Manual,Second Owner,5.0,23.84,84.0,1199,114.0,2
400000,35000,Diesel,Individual,Manual,Second Owner,5.0,27.28,69.0,1047,140.0,4
620000,100000,Diesel,Individual,Manual,First Owner,7.0,16.5,70.0,1493,195.0,3
300000,120000,Diesel,Individual,Manual,Third Owner,5.0,19.3,73.9,1248,190.0,9
282000,15000,Petrol,Individual,Manual,First Owner,5.0,24.7,47.3,796,69.0,3
700000,15000,Petrol,Individual,Automatic,First Owner,5.0,21.21,81.8,1197,113.0,3
700000,70000,Diesel,Individual,Manual,First Owner,5.0,25.83,99.0,1498,215.0,3
600000,135000,Diesel,Individual,Manual,First Owner,5.0,22.77,98.59,1498,205.0,5
290000,80000,Diesel,Individual,Manual,Second Owner,5.0,20.5,103.5,1598,250.0,8
430000,80000,Diesel,Individual,Automatic,Second Owner,4.0,18.1,147.9,1991,327.0,9
575000,19000,Petrol,Individual,Manual,First Owner,5.0,18.6,81.83,1197,114.7,3
875000,42000,Petrol,Individual,Manual,First Owner,5.0,15.29,121.3,1591,151.0,3
180000,77000,Petrol,Individual,Manual,First Owner,5.0,18.9,67.1,998,90.0,10
229999,120000,Diesel,Individual,Manual,First Owner,5.0,23.2,73.94,1248,190.0,8
800000,10000,Petrol,Individual,Automatic,First Owner,5.0,19.56,81.8,1197,113.0,1
60000,110000,Petrol,Individual,Manual,Third Owner,5.0,16.5,63.0,995,90.3,11
100000,90000,Diesel,Individual,Manual,Third Owner,5.0,23.57,70.0,1396,140.0,13
900000,90000,Petrol,Individual,Manual,First Owner,5.0,15.29,121.3,1591,151.0,5
850000,50000,Diesel,Individual,Manual,First Owner,5.0,22.54,88.73,1396,219.7,2
220000,50000,Diesel,Individual,Manual,First Owner,5.0,25.44,56.3,936,142.5,6
250000,40000,Petrol,Individual,Manual,Second Owner,5.0,22.74,47.3,796,69.0,6
125000,120000,Diesel,Individual,Manual,First Owner,5.0,22.3,74.0,1248,190.0,8
1200000,27000,Petrol,Individual,Manual,First Owner,5.0,15.8,121.3,1591,151.0,2
250000,100000,Diesel,Individual,Manual,First Owner,5.0,23.57,70.0,1396,140.0,7
440000,70000,Diesel,Individual,Manual,Second Owner,5.0,22.54,88.73,1396,219.7,6
400000,40000,Petrol,Individual,Manual,First Owner,5.0,23.84,84.0,1199,114.0,3
50000,62000,Petrol,Individual,Manual,First Owner,4.0,16.1,37.0,796,59.0,18
1000000,10000,Petrol,Individual,Manual,First Owner,5.0,17.0,121.3,1591,151.0,2
600000,160000,Diesel,Individual,Manual,First Owner,5.0,25.1,98.6,1498,200.0,6
250000,60000,Petrol,Individual,Manual,First Owner,5.0,17.0,80.0,1197,111.79581,10
120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,18.9,67.1,998,90.0,15
458000,30000,Petrol,Individual,Manual,First Owner,5.0,20.3,68.0,1086,99.0,1
950000,20000,Diesel,Individual,Manual,First Owner,5.0,23.0,98.96,1498,205.0,2
650000,21000,Petrol,Individual,Manual,First Owner,5.0,22.0,81.8,1197,113.0,3
400000,70000,Diesel,Individual,Manual,First Owner,5.0,22.9,74.0,1248,190.0,7
400000,70000,Petrol,Individual,Automatic,Second Owner,5.0,18.9,82.0,1197,114.0,5
100000,42500,Petrol,Individual,Manual,First Owner,5.0,19.7,46.3,796,62.0,14
350000,25000,Petrol,Individual,Manual,First Owner,5.0,20.36,78.9,1197,111.8,8
250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,22.07,73.9,1199,180.0,10
157000,47200,Petrol,Individual,Manual,Third Owner,4.0,16.1,37.0,796,59.0,7
75000,100000,Petrol,Individual,Manual,Second Owner,5.0,15.3,65.3,1193,102.0,13
600000,35000,Petrol,Individual,Manual,First Owner,5.0,18.6,81.83,1197,114.7,5
350000,80000,Petrol,Individual,Manual,Second Owner,5.0,12.5,132.0,1794,170.0,10
300000,34000,Petrol,Individual,Manual,First Owner,5.0,23.01,67.0,999,91.0,4
819999,50000,Diesel,Individual,Manual,First Owner,5.0,19.87,83.8,1461,200.0,3
409999,100000,Diesel,Individual,Manual,Second Owner,5.0,19.61,70.0,1405,135.4,10
275000,52000,Petrol,Individual,Manual,Second Owner,5.0,13.9,103.2,1599,146.11908499999998,12
497000,110000,Diesel,Individual,Manual,First Owner,7.0,20.77,88.76,1248,200.0,7
500000,70000,Petrol,Individual,Manual,First Owner,5.0,18.6,81.83,1197,114.7,5
515000,68609,Diesel,Dealer,Manual,First Owner,5.0,22.7,89.84,1498,204.0,4
925000,33360,Diesel,Dealer,Manual,First Owner,5.0,22.77,98.59,1498,205.0,2
830000,35000,Diesel,Individual,Manual,First Owner,5.0,21.5,108.5,1497,260.0,3
975000,30000,Diesel,Individual,Manual,First Owner,5.0,23.0,98.96,1498,205.0,1
620000,15000,Petrol,Individual,Manual,First Owner,5.0,20.4,94.93,1194,120.0,2
860000,14317,Petrol,Dealer,Manual,First Owner,5.0,14.23,104.55,1498,142.0,1
430000,5000,Petrol,Individual,Manual,Second Owner,5.0,20.63,67.0,1198,104.0,2
1227000,5000,Petrol,Individual,Automatic,First Owner,5.0,18.0,117.6,1497,145.0,1
860000,28000,Petrol,Individual,Manual,First Owner,5.0,17.8,117.3,1497,145.0,3
950000,40000,Diesel,Individual,Manual,First Owner,5.0,23.0,98.96,1498,205.0,2
225000,87237,Diesel,Dealer,Manual,Second Owner,5.0,20.0,68.05,1399,160.0,8
500000,99500,Diesel,Individual,Manual,Third Owner,7.0,11.5,147.9,1991,320.0,9
500000,62960,Diesel,Dealer,Manual,First Owner,5.0,25.83,99.0,1498,215.0,3
545000,110000,Diesel,Individual,Manual,First Owner,7.0,20.77,88.76,1248,200.0,6
400000,72000,Diesel,Individual,Manual,First Owner,5.0,22.9,74.0,1248,190.0,9
650000,50000,Diesel,Individual,Manual,First Owner,5.0,28.4,74.02,1248,190.0,2
114999,55000,Petrol,Individual,Manual,Second Owner,5.0,13.9,103.2,1599,146.11908499999998,12
562000,60000,Diesel,Individual,Manual,First Owner,5.0,27.39,74.0,1248,190.0,5
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,21.79,67.05,998,90.0,7
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,27.39,74.0,1248,190.0,2
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,18.2,88.7,1199,110.0,4
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,1
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,16.78,88.73,1496,132.0,3
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,2
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,24.0,73.97,1186,190.24,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,19.0,88.76,1199,110.0,1
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,14.3,103.5,1598,153.0,4
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,21.79,67.05,998,90.0,7
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,27.39,74.0,1248,190.0,2
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,18.2,88.7,1199,110.0,4
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,1
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,16.78,88.73,1496,132.0,3
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,2
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,24.0,73.97,1186,190.24,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,19.0,88.76,1199,110.0,1
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,14.3,103.5,1598,153.0,4
155000,100000,Diesel,Individual,Manual,Third Owner,5.0,14.8,68.0,1998,122.583125,21
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,21.79,67.05,998,90.0,7
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,27.39,74.0,1248,190.0,2
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,18.2,88.7,1199,110.0,4
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,1
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,16.78,88.73,1496,132.0,3
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,2
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,24.0,73.97,1186,190.24,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,19.0,88.76,1199,110.0,1
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,14.3,103.5,1598,153.0,4
590000,80000,Diesel,Individual,Manual,First Owner,5.0,25.01,89.75,1498,204.0,5
350000,120000,Diesel,Individual,Manual,Second Owner,5.0,24.4,71.0,1120,180.4,4
484999,30000,Petrol,Individual,Manual,First Owner,5.0,20.89,81.8,1197,113.0,3
240000,110000,Diesel,Individual,Manual,Second Owner,5.0,19.1,70.0,1405,135.4,5
300000,80000,Petrol,Individual,Manual,First Owner,5.0,24.7,47.3,796,69.0,3
750000,80000,Diesel,Individual,Manual,First Owner,5.0,28.09,88.5,1248,200.0,4
574000,35000,Petrol,Individual,Manual,Second Owner,5.0,20.85,83.14,1197,115.0,4
200000,167000,Diesel,Individual,Manual,First Owner,5.0,22.3,88.8,1248,200.0,7
1100000,94000,Diesel,Individual,Manual,First Owner,5.0,19.67,126.2,1582,259.9,4
350000,80000,Petrol,Individual,Manual,First Owner,5.0,17.92,62.1,1086,96.1,8
70000,100000,Petrol,Individual,Manual,Second Owner,4.0,16.1,37.0,796,59.0,22
120000,90000,Petrol,Individual,Manual,Second Owner,5.0,13.8,70.0,1299,104.93115499999999,15
500000,10000,Petrol,Individual,Manual,First Owner,5.0,21.4,83.1,1197,115.0,1
370000,90000,Diesel,Individual,Manual,First Owner,5.0,19.09,69.01,1405,135.0,4
600000,5200,Petrol,Individual,Manual,First Owner,5.0,20.3,83.81,1199,114.0,1
100000,120000,Petrol,Individual,Manual,Second Owner,5.0,17.3,60.0,993,78.0,14
409999,90000,Diesel,Individual,Manual,Second Owner,5.0,22.9,74.0,1248,190.0,7
750000,50000,Petrol,Individual,Automatic,First Owner,5.0,18.0,117.3,1497,145.0,4
600000,5000,Petrol,Individual,Manual,First Owner,5.0,18.9,81.86,1197,113.75,3
550000,10500,Petrol,Individual,Manual,First Owner,6.0,18.15,82.0,1198,115.0,2
950000,26000,Diesel,Individual,Manual,First Owner,5.0,19.6,108.45,1461,245.0,2
800000,25000,Petrol,Individual,Manual,First Owner,5.0,15.85,110.4,1499,140.0,5
350000,60000,Petrol,Individual,Manual,Second Owner,5.0,14.53,138.0,1798,173.0,10
700000,25000,Petrol,Individual,Manual,First Owner,5.0,15.85,110.4,1499,140.0,5
335000,15000,Petrol,Individual,Manual,First Owner,5.0,17.5,85.8,1298,114.0,9
270000,110000,Diesel,Individual,Manual,First Owner,5.0,19.3,73.9,1248,190.0,8
320000,100000,Diesel,Individual,Manual,Second Owner,5.0,19.3,73.9,1248,190.0,10
120000,120000,Petrol,Individual,Manual,First Owner,5.0,17.8,63.0,1086,96.10517,13
150000,35000,Petrol,Individual,Manual,First Owner,5.0,18.2,64.0,1061,84.0,13
310000,13000,Petrol,Individual,Manual,First Owner,5.0,24.7,47.3,796,69.0,2
625000,50000,Diesel,Individual,Manual,First Owner,5.0,26.59,74.0,1248,190.0,5
267000,40000,Petrol,Individual,Manual,First Owner,5.0,20.36,78.9,1197,111.7,8
600000,25000,Petrol,Individual,Manual,First Owner,5.0,17.19,81.86,1197,114.73,4
180000,110000,Petrol,Individual,Manual,Second Owner,7.0,15.37,73.0,1196,101.0,9
700000,5000,Petrol,Individual,Manual,First Owner,5.0,23.87,88.5,1197,113.0,1
121000,50000,Petrol,Individual,Manual,Second Owner,4.0,16.1,37.0,796,59.0,7
350000,80000,Petrol,Individual,Manual,Third Owner,5.0,18.9,82.0,1197,114.0,6
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,21.79,67.05,998,90.0,7
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,27.39,74.0,1248,190.0,2
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,18.2,88.7,1199,110.0,4
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,1
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,16.78,88.73,1496,132.0,3
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,2
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,24.0,73.97,1186,190.24,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,19.0,88.76,1199,110.0,1
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,14.3,103.5,1598,153.0,4
80000,100000,Petrol,Individual,Manual,Third Owner,5.0,17.3,64.0,1061,84.33718999999999,12
120000,93331,Petrol,Individual,Manual,Second Owner,5.0,19.81,68.05,1086,99.04,12
750000,70000,Diesel,Individual,Manual,First Owner,5.0,19.01,108.5,1461,248.0,5
120000,90000,Diesel,Individual,Manual,Second Owner,5.0,13.1,82.0,1493,187.0,14
860000,28000,Petrol,Individual,Manual,First Owner,5.0,17.8,117.3,1497,145.0,3
650000,50000,Diesel,Individual,Manual,First Owner,5.0,28.4,74.02,1248,190.0,2
650000,90000,Diesel,Individual,Manual,First Owner,7.0,20.77,88.8,1248,200.0,6
710000,40000,Diesel,Individual,Manual,First Owner,5.0,24.8,88.7,1396,219.7,4
430000,113000,Diesel,Individual,Manual,First Owner,5.0,25.83,99.0,1498,215.0,3
220000,100000,Diesel,Individual,Manual,First Owner,5.0,20.0,68.0,1399,160.0,9
660000,67000,Diesel,Individual,Manual,Second Owner,7.0,18.49,100.0,1493,240.0,3
140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,25.44,57.6,936,150.0,9
1100000,50000,Petrol,Individual,Manual,First Owner,5.0,14.28,138.03,1798,173.0,5
625000,34000,Diesel,Individual,Automatic,First Owner,5.0,22.0,108.495,1498,250.0,3
198000,110000,Petrol,Individual,Manual,Third Owner,5.0,12.8,100.0,1493,128.46711499999998,16
130000,140000,Petrol,Individual,Manual,Second Owner,5.0,18.9,67.1,998,90.0,15
540000,100000,Petrol,Individual,Manual,Second Owner,5.0,16.8,116.3,1497,146.0,8
550000,10000,Petrol,Individual,Automatic,First Owner,5.0,18.9,81.86,1197,113.75,3
475000,30000,Petrol,Individual,Manual,First Owner,5.0,21.63,67.04,998,90.0,2
217000,120000,Diesel,Individual,Manual,First Owner,5.0,21.1,73.9,1248,113.0,10
750000,6500,Petrol,Individual,Automatic,First Owner,5.0,21.21,81.8,1197,113.0,1
350000,80000,Petrol,Individual,Manual,First Owner,8.0,11.96,80.0,1298,103.0,10
570000,120000,Diesel,Individual,Manual,Second Owner,5.0,23.59,67.05,1364,170.0,5
180000,120000,Petrol,Individual,Manual,Second Owner,5.0,21.1,55.2,814,74.5,8
68000,110000,Petrol,Individual,Manual,Third Owner,5.0,13.1,77.0,1598,121.0,22
90000,120000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,16.1,70.0,1405,132.389775,15
685000,109000,Diesel,Dealer,Manual,First Owner,5.0,22.7,89.84,1498,204.0,5
565000,114000,Diesel,Dealer,Manual,First Owner,5.0,25.2,73.94,1248,190.0,5
395000,160000,Diesel,Dealer,Manual,Third Owner,5.0,24.0,70.0,1120,160.0,6
425000,101000,Diesel,Dealer,Manual,First Owner,5.0,21.9,88.76,1396,219.6,7
535000,31000,Petrol,Dealer,Automatic,First Owner,5.0,24.04,67.0,999,91.0,2
500000,31000,Petrol,Dealer,Manual,First Owner,5.0,23.01,67.0,999,91.0,2
434999,55000,Petrol,Dealer,Manual,First Owner,5.0,20.52,81.8,1197,113.0,4
250000,55000,Petrol,Dealer,Automatic,First Owner,4.0,21.9,37.48,624,51.0,2
700000,117000,Diesel,Dealer,Manual,First Owner,5.0,22.32,126.32,1582,259.8,6
425000,75000,Petrol,Dealer,Manual,First Owner,5.0,20.52,81.8,1197,113.0,5
325000,158000,Diesel,Dealer,Manual,First Owner,5.0,24.4,98.96,1499,215.0,7
950000,40000,Diesel,Individual,Manual,First Owner,5.0,23.0,98.96,1498,205.0,2
1140000,10000,Diesel,Individual,Automatic,First Owner,5.0,21.5,108.5,1497,260.0,1
808000,5000,Petrol,Individual,Manual,First Owner,5.0,18.24,108.6,999,175.0,0
550000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,85.8,1197,114.0,6
215000,64000,Petrol,Individual,Manual,First Owner,5.0,19.7,46.3,796,62.0,10
512000,10500,Petrol,Individual,Manual,First Owner,5.0,18.16,86.8,1196,112.0,4
215000,50000,Petrol,Individual,Manual,Second Owner,5.0,19.7,46.3,796,62.0,9
500000,60000,Diesel,Individual,Manual,First Owner,5.0,20.5,103.5,1598,250.0,8
700000,35000,Diesel,Individual,Manual,First Owner,5.0,21.14,103.52,1498,250.0,5
750000,80000,Diesel,Individual,Manual,First Owner,5.0,24.3,88.5,1248,200.0,4
395000,25000,Petrol,Individual,Manual,First Owner,5.0,21.63,67.0,998,90.0,3
675000,5000,Petrol,Individual,Manual,First Owner,5.0,18.6,81.83,1197,114.7,3
140000,80000,Petrol,Individual,Manual,Third Owner,5.0,17.92,62.1,1086,96.1,12
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,21.79,67.05,998,90.0,7
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,27.39,74.0,1248,190.0,2
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,18.2,88.7,1199,110.0,4
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,1
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,16.78,88.73,1496,132.0,3
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,22.0,81.8,1197,113.0,2
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,24.0,73.97,1186,190.24,3
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,19.0,88.76,1199,110.0,1
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,14.3,103.5,1598,153.0,4
300000,10000,Petrol,Individual,Manual,First Owner,5.0,20.51,67.04,998,90.0,6
355000,68000,Diesel,Individual,Manual,First Owner,5.0,22.1,76.9,1248,205.0,7
180000,35000,Petrol,Individual,Manual,Second Owner,5.0,22.74,47.3,796,69.0,5
280000,70000,Diesel,Individual,Manual,First Owner,5.0,25.0,69.0,1396,140.0,7
250000,70000,Diesel,Individual,Manual,First Owner,5.0,19.0,90.0,1248,200.0,9
125000,50000,Petrol,Individual,Manual,First Owner,5.0,15.3,65.3,1193,102.0,13
810000,29700,Diesel,Individual,Manual,First Owner,5.0,25.1,88.5,1248,200.0,2
671000,20000,Petrol,Individual,Automatic,First Owner,5.0,18.6,98.63,1368,132.3,2
295000,20000,Petrol,Individual,Manual,First Owner,5.0,24.7,47.3,796,69.0,2
850000,40000,Diesel,Individual,Manual,First Owner,7.0,24.52,88.5,1248,200.0,3
409999,90000,Diesel,Individual,Manual,First Owner,5.0,22.9,74.0,1248,190.0,7
600000,90000,Petrol,Individual,Manual,First Owner,7.0,16.02,93.7,1373,130.0,5
220000,60000,Petrol,Individual,Manual,Third Owner,5.0,18.9,67.1,998,90.0,8
550000,56000,Diesel,Individual,Manual,First Owner,5.0,23.4,74.0,1248,190.0,7
400000,123000,Diesel,Individual,Manual,First Owner,5.0,19.01,108.45,1461,248.0,6
155000,54000,Petrol,Individual,Manual,First Owner,5.0,19.7,46.3,796,62.0,11
250000,50000,Petrol,Individual,Manual,First Owner,5.0,15.64,64.1,1193,100.0,7
400000,80000,Petrol,Individual,Manual,Second Owner,5.0,18.9,82.0,1197,114.0,6
500000,10000,Petrol,Individual,Manual,First Owner,5.0,19.02,67.05,1198,104.0,1
565000,10000,Petrol,Individual,Automatic,First Owner,5.0,20.3,68.0,1086,99.0,2
900000,40000,Diesel,Individual,Manual,First Owner,5.0,23.0,98.96,1498,205.0,2
650000,120000,Diesel,Individual,Manual,First Owner,7.0,16.5,70.0,1493,195.0,3
800000,35000,Diesel,Individual,Manual,First Owner,5.0,28.4,74.02,1248,190.0,2
575000,60000,Diesel,Individual,Manual,First Owner,5.0,22.54,88.73,1396,219.7,5
550000,40000,Petrol,Individual,Automatic,First Owner,5.0,17.01,110.4,1499,136.0,4
190000,80000,Petrol,Individual,Manual,Third Owner,5.0,15.5,103.3,1586,145.0,9
750000,37000,Diesel,Individual,Manual,First Owner,5.0,23.0,98.96,1498,205.0,3
625000,22000,Petrol,Individual,Manual,First Owner,5.0,21.4,83.1,1197,115.0,2
799000,60000,Diesel,Individual,Manual,Second Owner,5.0,22.54,88.73,1396,219.7,2
300000,57000,Petrol,Individual,Manual,Second Owner,5.0,20.51,67.04,998,90.0,7
850000,27000,Petrol,Individual,Manual,First Owner,5.0,20.73,91.1,1373,130.0,3
130000,70000,Petrol,Individual,Manual,First Owner,5.0,18.0,62.0,995,90.3,8
229999,40000,Petrol,Individual,Manual,Second Owner,5.0,20.92,67.1,998,90.0,9
400000,60000,Petrol,Individual,Manual,First Owner,5.0,23.1,67.04,998,90.0,5
800000,70000,Diesel,Individual,Manual,First Owner,7.0,15.4,120.0,1997,280.0,5
250999,43000,Petrol,Individual,Manual,Second Owner,5.0,21.1,55.2,814,74.5,5
250000,110000,Petrol,Individual,Manual,Second Owner,5.0,15.0,90.0,1368,116.0,9
100000,100000,Petrol,Individual,Manual,Second Owner,5.0,15.7,67.0,1172,96.0,11
450000,64000,Petrol,Individual,Manual,First Owner,5.0,20.4,81.8,1197,113.0,4
575000,96000,Diesel,Individual,Manual,First Owner,5.0,19.87,83.8,1461,200.0,3
400000,96000,Diesel,Individual,Manual,First Owner,5.0,20.46,83.8,1461,200.0,7
480000,7600,Petrol,Individual,Manual,First Owner,5.0,21.63,67.0,998,90.0,1
490000,7000,Petrol,Individual,Manual,First Owner,5.0,21.63,67.0,998,90.0,1
150000,120000,Diesel,Individual,Manual,Second Owner,5.0,17.0,70.0,1405,132.389775,13
600000,50000,Diesel,Individual,Manual,First Owner,5.0,22.95,74.0,1248,190.0,3
500000,50000,Diesel,Individual,Manual,Second Owner,5.0,24.4,71.0,1120,180.4,5
425000,80000,Diesel,Individual,Manual,First Owner,5.0,23.0,88.7,1248,200.0,5
360000,34000,Petrol,Individual,Manual,First Owner,5.0,20.51,67.04,998,90.0,5
290000,80000,Petrol,Individual,Manual,Second Owner,5.0,16.47,73.9,1198,110.0,8
400000,72000,Diesel,Individual,Manual,First Owner,5.0,22.9,74.0,1248,190.0,9
70000,20000,Diesel,Individual,Manual,First Owner,5.0,15.9,57.0,1527,96.0,17
975000,30000,Diesel,Individual,Manual,First Owner,5.0,23.0,98.96,1498,205.0,1
1227000,5000,Petrol,Individual,Automatic,First Owner,5.0,18.0,117.6,1497,145.0,1
755000,29340,Diesel,Individual,Manual,First Owner,5.0,22.32,126.32,1582,259.8,6
215000,120000,Diesel,Individual,Manual,First Owner,5.0,20.0,68.0,1399,160.0,9
